cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v2.0.0,-2.6509,-2.2547,-1.7608,-2.5856,-2.5751,-2.695,-2.9955,-2.9685,-2.3856,-2.3461,-2.5258,-2.2277,-1.8087,-2.4622
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v3.0.0,-7.7194,-6.5959,-5.1083,-7.5312,-7.7481,-8.032,-9.5142,-9.2999,-7.3531,-6.6354,-7.6026,-6.6444,-5.1308,-7.4086
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v4.0.0,-11.6269,-14.3287,-12.0593,-11.7852,-11.7908,-12.2481,-14.3607,-14.0554,-11.2474,-12.3384,-11.3469,-14.4617,-12.0588,-11.5998
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v5.0.0,-13.1509,-14.9371,-14.0985,-13.2892,-13.5711,-14.1226,-15.9176,-15.6629,-12.7879,-13.8262,-12.8827,-15.053,-14.125,-13.1088
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v6.0.0,-14.3374,-17.4674,-16.3563,-14.5996,-14.7488,-15.3755,-18.1239,-17.8119,-14.0106,-16.0902,-13.9957,-17.5717,-16.3666,-14.3741
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v7.0.0,-15.3481,-20.1468,-19.9734,-15.8439,-15.6955,-16.2936,-19.3219,-18.9695,-15.1875,-18.3878,-15.0186,-20.2855,-19.9773,-15.6348
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v8.0.0,-15.9186,-20.3226,-19.9274,-16.3562,-16.14,-16.7301,-20.0734,-19.5688,-15.6309,-18.6295,-15.6297,-20.4623,-19.8822,-16.1662
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v2.0.0,-1.9024,-4.7392,-14.5154,-2.4677,-1.0027,-1.4375,-3.2486,-3.2071,-1.6512,-3.8543,-2.1056,-4.9524,-14.733,-2.4891
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v3.0.0,-7.5979,-10.6673,-14.5206,-7.9869,-6.328,-6.7177,-13.2096,-12.3895,-6.6211,-9.0635,-7.8926,-11.1443,-14.6865,-8.2591
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v4.0.0,-12.5071,-17.1592,-25.4076,-13.1918,-11.4211,-11.9381,-19.7285,-18.6424,-11.1874,-15.8347,-12.8601,-17.6986,-25.7525,-13.4471
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v5.0.0,-14.0252,-21.6938,-28.7078,-14.9487,-12.8828,-13.4596,-21.2573,-20.1716,-12.6431,-18.1526,-14.3715,-22.3061,-29.0259,-15.1995
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v6.0.0,-14.8069,-24.8567,-33.1922,-16.0069,-13.7826,-14.1871,-22.217,-21.166,-13.3552,-20.1728,-15.098,-25.5277,-33.5482,-16.1501
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v7.0.0,-15.3907,-24.8116,-35.212,-16.6108,-14.4442,-14.7884,-23.2276,-22.1311,-14.0033,-20.7333,-15.7009,-25.4362,-35.6516,-16.7377
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v8.0.0,-16.2213,-25.7279,-36.7765,-17.4692,-15.3579,-15.6255,-24.1864,-23.0771,-14.7346,-21.6485,-16.5671,-26.3049,-37.2313,-17.6024
RA,E,WorldCup_far_1920x1080_30p.y4m,v2.0.0,-2.9852,-4.0962,-4.0187,-3.0988,-2.8009,-2.9709,-3.0728,-3.0527,-2.9048,-4.0967,-3.0544,-4.1968,-4.0353,-3.1745
RA,E,WorldCup_far_1920x1080_30p.y4m,v3.0.0,-8.8379,-8.804,-6.8353,-8.7311,-7.4701,-8.0167,-12.5135,-11.2291,-7.8919,-9.2281,-8.9291,-8.9359,-6.8158,-8.838
RA,E,WorldCup_far_1920x1080_30p.y4m,v4.0.0,-15.4165,-17.3348,-15.5391,-15.5256,-13.8093,-14.4545,-18.7257,-17.4863,-13.9671,-16.7758,-15.5387,-17.5764,-15.5818,-15.7171
RA,E,WorldCup_far_1920x1080_30p.y4m,v5.0.0,-17.7513,-20.0659,-18.5011,-17.9136,-15.8345,-16.6938,-20.4862,-19.433,-16.1874,-19.486,-17.8802,-20.3112,-18.5266,-18.134
RA,E,WorldCup_far_1920x1080_30p.y4m,v6.0.0,-18.9983,-22.3866,-19.8738,-19.2252,-16.6946,-17.7006,-22.1001,-21.001,-17.3359,-21.3231,-19.1547,-22.6535,-19.9388,-19.5052
RA,E,WorldCup_far_1920x1080_30p.y4m,v7.0.0,-19.6592,-22.7498,-20.7508,-19.8825,-17.346,-18.3775,-22.7658,-21.591,-17.9568,-21.9757,-19.8244,-23.0229,-20.7992,-20.1554
RA,E,WorldCup_far_1920x1080_30p.y4m,v8.0.0,-20.8745,-23.8281,-21.6121,-21.0709,-18.3567,-19.5587,-23.2838,-22.3609,-19.0317,-23.2205,-21.0537,-24.1083,-21.6739,-21.3475
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,v2.0.0,-2.1776,-11.2504,-22.1687,-4.3863,0.4172,-1.5936,-3.3185,-3.3736,-2.1277,-6.763,-2.2321,-11.2661,-22.0783,-2.8867
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,v3.0.0,-17.9726,-24.2115,-34.5016,-19.4318,-13.7554,-16.8408,-28.0897,-26.7037,-16.814,-21.001,-18.1211,-24.1728,-34.2809,-18.6072
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,v4.0.0,-27.2546,-32.1871,-48.7798,-29.0231,-23.3151,-26.8642,-39.2434,-37.093,-25.9812,-29.9987,-27.4325,-32.1613,-48.6904,-27.9462
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,v5.0.0,-29.7904,-35.9181,-48.8928,-31.4197,-25.4368,-29.0077,-42.0824,-40.0198,-28.3228,-33.1394,-29.9774,-35.9532,-48.7638,-30.503
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,v6.0.0,-35.8356,-42.9987,-53.6265,-37.3984,-34.2117,-35.6534,-45.6718,-43.7589,-34.2427,-39.8464,-36.0558,-43.0707,-53.5509,-36.5713
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,v7.0.0,-36.1854,-45.2834,-53.601,-37.7133,-34.7292,-36.099,-45.7392,-43.9455,-34.7059,-40.4564,-36.4128,-45.3437,-53.5303,-36.959
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,v8.0.0,-36.3703,-46.5109,-52.4104,-37.8552,-34.8422,-36.2382,-46.0835,-44.1867,-34.8835,-40.7305,-36.5999,-46.6002,-52.4276,-37.1637
RA,G1,NocturneDance_3840x2160_60fps_hdr10.y4m,v2.0.0,8.4373,-17.7049,-47.29,4.1511,4.05,7.9803,6.08,5.8961,6.5849,1.5693,8.9501,-18.2015,-46.9785,7.658
RA,G1,NocturneDance_3840x2160_60fps_hdr10.y4m,v3.0.0,-10.6911,-38.4015,-50.9516,-13.9114,-10.2396,-10.2679,-14.948,-14.3374,-10.9857,-19.9265,-10.8514,-38.6282,-50.8195,-12.4854
RA,G1,NocturneDance_3840x2160_60fps_hdr10.y4m,v4.0.0,-16.3423,-47.5472,-58.4776,-19.9151,-14.8671,-15.6751,-22.9641,-21.8226,-16.3746,-27.006,-16.442,-47.6838,-58.3776,-18.3994
RA,G1,NocturneDance_3840x2160_60fps_hdr10.y4m,v5.0.0,-19.728,-58.6756,-62.6357,-23.7812,-18.3684,-19.2048,-24.9989,-23.9478,-19.9732,-34.1479,-19.8574,-58.8117,-62.548,-22.4629
RA,G1,NocturneDance_3840x2160_60fps_hdr10.y4m,v6.0.0,-21.4506,-60.0938,-62.0402,-25.2528,-19.8671,-20.8886,-27.0338,-25.9659,-21.5613,-35.9899,-21.5789,-60.2227,-61.9815,-24.187
RA,G1,NocturneDance_3840x2160_60fps_hdr10.y4m,v7.0.0,-22.1281,-62.9353,-61.9894,-26.0448,-20.7523,-21.7098,-27.4415,-26.3666,-22.3942,-37.2966,-22.2715,-63.103,-61.9859,-25.0269
RA,G1,NocturneDance_3840x2160_60fps_hdr10.y4m,v8.0.0,-22.4491,-62.336,-62.2283,-26.2951,-20.9923,-21.9524,-27.3461,-26.3729,-22.6927,-37.3426,-22.6079,-62.4654,-62.1782,-25.3005
RA,G1,NocturneRoom_3840x2160_60fps_hdr10.y4m,v2.0.0,-26.1085,-25.6906,-36.5309,-27.4887,-14.1966,-23.8771,1.8895,1.1574,-21.7386,-38.6398,-26.4695,-25.3999,-36.8695,-27.1361
RA,G1,NocturneRoom_3840x2160_60fps_hdr10.y4m,v3.0.0,-14.8746,-24.7377,-31.1663,-16.1825,-15.2118,-12.2732,-29.2193,-27.8605,-13.8402,-23.5358,-15.1609,-25.1358,-30.3418,-16.5011
RA,G1,NocturneRoom_3840x2160_60fps_hdr10.y4m,v4.0.0,-17.7604,-32.3229,-44.1424,-19.8573,-18.1035,-15.3325,-35.6124,-33.4137,-16.8687,-28.1223,-18.0705,-32.637,-44.9608,-20.1286
RA,G1,NocturneRoom_3840x2160_60fps_hdr10.y4m,v5.0.0,-19.4517,-36.435,-47.8465,-21.7671,-17.8143,-16.5494,-37.088,-34.7657,-18.4314,-38.4928,-19.792,-36.8397,-48.116,-22.1589
RA,G1,NocturneRoom_3840x2160_60fps_hdr10.y4m,v6.0.0,-23.8863,-42.4176,-51.9841,-26.2014,-21.9457,-19.5843,-40.5619,-38.3374,-22.0619,-44.4426,-24.0674,-42.8693,-52.9065,-26.4851
RA,G1,NocturneRoom_3840x2160_60fps_hdr10.y4m,v7.0.0,-25.0817,-47.3821,-55.7,-27.7111,-23.2997,-20.9631,-41.9362,-39.7737,-23.4995,-49.1513,-25.2531,-47.9086,-56.1494,-27.9996
RA,G1,NocturneRoom_3840x2160_60fps_hdr10.y4m,v8.0.0,-29.0714,-51.3812,-57.6746,-32.348,-23.7475,-21.8058,-43.0067,-41.1182,-28.0781,-48.7524,-29.4899,-51.7386,-58.1082,-32.281
RA,G1,SparksWelding_4096x2160_5994_hdr10.y4m,v2.0.0,-9.8557,-7.5945,-16.2479,-10.3023,-10.8321,-11.624,-15.9539,-15.5803,-10.4116,-9.0718,-9.32,-8.2596,-18.2492,-9.4148
RA,G1,SparksWelding_4096x2160_5994_hdr10.y4m,v3.0.0,-18.8146,-23.2605,-25.7734,-19.2782,-14.7776,-16.8321,-18.3826,-18.1409,-17.2189,-17.9789,-18.9036,-23.8224,-26.7719,-19.1842
RA,G1,SparksWelding_4096x2160_5994_hdr10.y4m,v4.0.0,-23.9474,-36.9023,-37.095,-24.9434,-19.223,-22.2126,-24.8988,-24.4861,-22.5529,-25.8835,-24.0845,-37.5136,-38.0832,-24.8818
RA,G1,SparksWelding_4096x2160_5994_hdr10.y4m,v5.0.0,-25.1164,-38.616,-41.4737,-26.2527,-20.0292,-23.3141,-26.1282,-25.6287,-23.6343,-28.353,-25.2583,-39.1816,-42.4141,-26.1149
RA,G1,SparksWelding_4096x2160_5994_hdr10.y4m,v6.0.0,-27.5745,-46.2117,-49.6912,-29.1852,-22.3703,-25.8752,-29.0011,-28.5177,-26.1823,-32.5595,-27.7029,-47.1439,-50.971,-28.7923
RA,G1,SparksWelding_4096x2160_5994_hdr10.y4m,v7.0.0,-28.7387,-54.2983,-55.3566,-30.8569,-23.4516,-26.7949,-31.0122,-30.4717,-27.5705,-35.8387,-28.8747,-55.4443,-56.6866,-30.3219
RA,G1,SparksWelding_4096x2160_5994_hdr10.y4m,v8.0.0,-29.0476,-55.5232,-55.1727,-31.1931,-23.488,-26.9959,-30.7317,-30.2231,-27.8749,-36.2976,-29.2089,-56.6199,-56.1436,-30.6801
RA,G2,CosmosCaterpillar_2048x858p24_hdr10.y4m,v2.0.0,-3.2567,-4.3416,-3.2375,-3.3311,-2.4874,-2.6946,-4.1883,-4.1473,-2.7838,-2.7674,-3.2434,-4.3309,-3.2101,-3.3118
RA,G2,CosmosCaterpillar_2048x858p24_hdr10.y4m,v3.0.0,-12.9038,-9.6524,-9.064,-12.392,-12.0316,-12.1257,-18.0187,-16.8823,-11.6913,-10.4493,-12.9227,-9.6989,-9.0577,-12.263
RA,G2,CosmosCaterpillar_2048x858p24_hdr10.y4m,v4.0.0,-19.2767,-19.5587,-18.6086,-19.2502,-18.5089,-18.5973,-26.8909,-25.1446,-18.2813,-18.0029,-19.326,-19.5925,-18.6924,-19.2619
RA,G2,CosmosCaterpillar_2048x858p24_hdr10.y4m,v5.0.0,-21.1932,-21.6573,-20.9396,-21.2158,-20.4155,-20.532,-29.7111,-27.8891,-20.1955,-20.1045,-21.2724,-21.7198,-21.0676,-21.2644
RA,G2,CosmosCaterpillar_2048x858p24_hdr10.y4m,v6.0.0,-23.9046,-23.8299,-23.8577,-23.9037,-22.7869,-22.998,-32.0293,-30.2714,-22.7386,-22.8911,-23.9719,-23.9061,-23.9494,-23.936
RA,G2,CosmosCaterpillar_2048x858p24_hdr10.y4m,v7.0.0,-24.7555,-24.8593,-24.4057,-24.7411,-23.8002,-24.0173,-32.8323,-31.0535,-23.5368,-23.7665,-24.8847,-24.9218,-24.4886,-24.8285
RA,G2,CosmosCaterpillar_2048x858p24_hdr10.y4m,v8.0.0,-24.9355,-24.9881,-24.8941,-24.9393,-24.0279,-24.1565,-32.8486,-31.1587,-23.8058,-23.9485,-25.0326,-25.0301,-24.9562,-25.0023
RA,G2,CosmosTreeTrunk_2048x858p24_hdr10.y4m,v2.0.0,0.897,-1.8885,-6.95,0.4026,0.1168,-0.0503,-3.7032,-3.5935,-0.2825,5.4425,1.3944,-3.559,-9.7502,1.1746
RA,G2,CosmosTreeTrunk_2048x858p24_hdr10.y4m,v3.0.0,-7.8805,-15.4412,-30.5992,-9.34,-7.4983,-7.9529,-13.9143,-12.9069,-6.932,-10.9633,-8.0027,-16.2721,-32.4495,-8.6303
RA,G2,CosmosTreeTrunk_2048x858p24_hdr10.y4m,v4.0.0,-11.9056,-31.7576,-42.4684,-14.5112,-11.5384,-12.07,-19.743,-18.4059,-10.9568,-18.5183,-11.994,-32.6682,-44.0864,-13.1413
RA,G2,CosmosTreeTrunk_2048x858p24_hdr10.y4m,v5.0.0,-13.3623,-36.8657,-45.5567,-16.3161,-12.7817,-13.35,-20.8367,-19.5781,-12.3595,-21.7204,-13.4932,-37.8074,-47.2001,-14.809
RA,G2,CosmosTreeTrunk_2048x858p24_hdr10.y4m,v6.0.0,-15.5442,-40.1359,-46.9076,-18.4716,-14.7884,-15.4854,-22.5552,-21.691,-14.3227,-25.103,-15.6309,-40.831,-48.3355,-16.9354
RA,G2,CosmosTreeTrunk_2048x858p24_hdr10.y4m,v7.0.0,-16.186,-46.5233,-51.7216,-19.6871,-15.4753,-16.1474,-23.0683,-22.1964,-15.1896,-28.0979,-16.2992,-46.8728,-53.0409,-17.7941
RA,G2,CosmosTreeTrunk_2048x858p24_hdr10.y4m,v8.0.0,-17.0402,-47.4303,-53.6048,-20.6442,-16.4784,-17.1045,-22.9883,-22.096,-16.033,-28.9766,-17.1915,-47.8845,-55.0887,-18.7188
RA,G2,MeridianShore_1920x1080_5994_hdr10.y4m,v2.0.0,-3.6097,-49.5116,-57.3851,-9.2661,-4.0237,-3.9655,-3.5116,-3.4873,-4.286,-17.1673,-3.6696,-49.458,-57.0541,-4.5345
RA,G2,MeridianShore_1920x1080_5994_hdr10.y4m,v3.0.0,-11.6406,-53.9214,-58.4633,-16.548,-11.3848,-11.6972,-16.7942,-16.0364,-11.5766,-22.3828,-11.7219,-53.7815,-58.0702,-12.5261
RA,G2,MeridianShore_1920x1080_5994_hdr10.y4m,v4.0.0,-15.743,-59.165,-66.5093,-21.2035,-15.8837,-16.2197,-23.279,-22.3193,-15.5635,-28.649,-15.7995,-59.061,-66.2954,-16.7063
RA,G2,MeridianShore_1920x1080_5994_hdr10.y4m,v5.0.0,-16.5476,-62.5631,-67.556,-22.2109,-16.3674,-16.6346,-24.647,-23.7344,-16.3282,-30.397,-16.6141,-62.5278,-67.2249,-17.5739
RA,G2,MeridianShore_1920x1080_5994_hdr10.y4m,v6.0.0,-19.3658,-66.8353,-72.1871,-25.3352,-18.8911,-19.357,-27.7822,-26.7508,-18.9607,-33.7823,-19.4653,-66.7827,-72.1035,-20.4745
RA,G2,MeridianShore_1920x1080_5994_hdr10.y4m,v7.0.0,-20.33,-63.0781,-64.9501,-25.3772,-19.6795,-20.1743,-28.8729,-27.896,-19.9982,-33.5216,-20.4473,-63.0675,-64.7296,-21.3726
RA,G2,MeridianShore_1920x1080_5994_hdr10.y4m,v8.0.0,-21.1736,-63.9165,-64.1813,-26.1444,-20.3517,-20.9663,-28.9098,-28.0507,-20.6702,-33.749,-21.2846,-63.9087,-63.9166,-22.1914
RA,G2,MeridianTalk_1920x1080_5994_hdr10.y4m,v2.0.0,-5.643,-21.6064,-31.7056,-8.3335,-4.9325,-5.2387,-6.1855,-6.2227,-6.0681,-12.3538,-5.6555,-21.5891,-31.595,-6.4346
RA,G2,MeridianTalk_1920x1080_5994_hdr10.y4m,v3.0.0,-21.2206,-36.7755,-42.8611,-23.628,-18.3008,-19.6553,-28.6859,-26.8793,-20.3837,-27.888,-21.2566,-36.6654,-42.8151,-21.9947
RA,G2,MeridianTalk_1920x1080_5994_hdr10.y4m,v4.0.0,-25.6674,-43.5335,-51.6294,-28.4845,-22.565,-24.043,-35.0761,-32.1049,-24.7543,-33.6613,-25.6987,-43.4957,-51.4414,-26.5669
RA,G2,MeridianTalk_1920x1080_5994_hdr10.y4m,v5.0.0,-27.6227,-45.2677,-54.2174,-30.5091,-24.1564,-25.6641,-36.017,-33.7254,-26.5954,-36.0641,-27.6398,-45.2204,-53.9624,-28.5079
RA,G2,MeridianTalk_1920x1080_5994_hdr10.y4m,v6.0.0,-31.2076,-48.3924,-55.54,-33.8198,-27.3644,-29.0325,-39.6987,-37.1308,-29.9691,-39.154,-31.2464,-48.3872,-55.4234,-32.0669
RA,G2,MeridianTalk_1920x1080_5994_hdr10.y4m,v7.0.0,-31.7843,-50.6243,-50.7114,-34.1842,-27.9992,-29.6773,-38.7758,-36.7746,-30.5668,-39.8762,-31.8227,-50.5884,-50.6771,-32.6467
RA,G2,MeridianTalk_1920x1080_5994_hdr10.y4m,v8.0.0,-32.4049,-52.0868,-52.0415,-34.8909,-28.6067,-30.3898,-39.1495,-37.2695,-31.1569,-41.0868,-32.4509,-52.0798,-52.0093,-33.2987
RA,G2,SolLevanteDragons_1920x1080p24_hdr10.y4m,v2.0.0,-3.4714,-4.6876,-3.0452,-3.5204,-3.8696,-3.7743,-6.2429,-6.0752,-3.5716,-3.1802,-3.8062,-4.6068,-2.6579,-3.7472
RA,G2,SolLevanteDragons_1920x1080p24_hdr10.y4m,v3.0.0,-11.2309,-13.262,-11.4544,-11.3922,-12.9271,-12.5241,-10.457,-10.6304,-11.4266,-11.5905,-11.7286,-13.2575,-11.0193,-11.7841
RA,G2,SolLevanteDragons_1920x1080p24_hdr10.y4m,v4.0.0,-14.3041,-21.2873,-19.3143,-15.1519,-16.2379,-15.7226,-15.1573,-15.2919,-15.3481,-16.6106,-15.1145,-21.2932,-18.8679,-16.0594
RA,G2,SolLevanteDragons_1920x1080p24_hdr10.y4m,v5.0.0,-17.2424,-23.324,-21.5045,-17.9624,-18.6367,-18.3234,-17.7494,-17.932,-17.9132,-19.0823,-17.6583,-23.4361,-21.2634,-18.5499
RA,G2,SolLevanteDragons_1920x1080p24_hdr10.y4m,v6.0.0,-19.3551,-27.5184,-28.191,-20.5382,-20.8277,-20.4983,-20.4428,-20.6134,-20.4524,-23.5178,-19.7363,-27.5111,-27.7321,-21.2273
RA,G2,SolLevanteDragons_1920x1080p24_hdr10.y4m,v7.0.0,-21.6001,-36.8429,-41.617,-24.1896,-23.3126,-22.9612,-23.0645,-23.2248,-24.205,-29.685,-21.8656,-36.8198,-40.447,-25.0099
RA,G2,SolLevanteDragons_1920x1080p24_hdr10.y4m,v8.0.0,-21.8613,-37.1844,-43.2167,-24.5701,-23.7194,-23.3356,-22.3411,-22.5248,-24.5943,-30.2235,-22.207,-37.1902,-42.2523,-25.4687
RA,G2,SolLevanteFace_1920x1080p24_hdr10.y4m,v2.0.0,-7.7707,-26.4149,-24.5381,-9.5514,-9.6163,-8.968,-10.2835,-9.9523,-8.3761,-11.4843,-6.8989,-18.3802,-20.8955,-7.5031
RA,G2,SolLevanteFace_1920x1080p24_hdr10.y4m,v3.0.0,-16.7539,-18.8074,-27.2903,-17.3629,-18.032,-17.6183,-22.5941,-21.8155,-16.3651,-20.237,-15.5345,-23.6349,-27.8409,-16.045
RA,G2,SolLevanteFace_1920x1080p24_hdr10.y4m,v4.0.0,-21.6813,-36.6327,-42.2452,-23.6397,-22.4242,-22.4129,-28.8068,-28.0093,-21.0708,-29.36,-20.1809,-42.4179,-38.9916,-21.3034
RA,G2,SolLevanteFace_1920x1080p24_hdr10.y4m,v5.0.0,-24.9869,-39.9747,-43.8782,-26.8486,-24.9481,-25.3003,-30.225,-29.5249,-23.8665,-32.8133,-23.2524,-45.3085,-42.0756,-24.4253
RA,G2,SolLevanteFace_1920x1080p24_hdr10.y4m,v6.0.0,-27.5334,-48.8975,-56.7571,-30.322,-27.7093,-27.9565,-33.5246,-32.7733,-26.6468,-37.8364,-25.5728,-51.149,-52.4619,-26.9555
RA,G2,SolLevanteFace_1920x1080p24_hdr10.y4m,v7.0.0,-28.9342,-50.7729,-61.342,-31.9941,-29.0853,-29.3232,-35.173,-34.4169,-28.1118,-41.0628,-26.6823,-56.7464,-60.4384,-28.3333
RA,G2,SolLevanteFace_1920x1080p24_hdr10.y4m,v8.0.0,-29.0902,-52.5637,-62.9226,-32.396,-29.0937,-29.3794,-34.0539,-33.3881,-28.2997,-40.9054,-26.8729,-57.6123,-62.4182,-28.5783
RA,G2,SparksTruck_2048x1080_5994_hdr10.y4m,v2.0.0,-2.4837,-41.2968,-47.7193,-5.5777,-2.6604,-2.5763,-4.0443,-3.9319,-3.2243,-11.8649,-2.5204,-41.2963,-47.7674,-3.523
RA,G2,SparksTruck_2048x1080_5994_hdr10.y4m,v3.0.0,-12.042,-47.0326,-55.4533,-14.893,-11.7581,-11.9577,-21.6077,-20.4869,-12.3706,-21.1435,-12.0962,-47.0332,-55.5136,-13.1286
RA,G2,SparksTruck_2048x1080_5994_hdr10.y4m,v4.0.0,-17.2489,-56.2201,-62.8387,-20.4651,-16.602,-17.0185,-26.2563,-25.3383,-17.3443,-28.2282,-17.302,-56.233,-62.868,-18.5128
RA,G2,SparksTruck_2048x1080_5994_hdr10.y4m,v5.0.0,-19.2621,-58.1819,-64.4762,-22.546,-18.3663,-18.7463,-28.4968,-27.417,-19.2745,-30.2643,-19.3211,-58.1662,-64.4719,-20.6014
RA,G2,SparksTruck_2048x1080_5994_hdr10.y4m,v6.0.0,-22.1297,-59.6335,-69.1704,-25.4213,-21.3664,-21.6435,-31.163,-30.5934,-22.3238,-32.9614,-22.1883,-59.6331,-69.1851,-23.4861
RA,G2,SparksTruck_2048x1080_5994_hdr10.y4m,v7.0.0,-22.9859,-62.0539,-66.7535,-26.3192,-22.3836,-22.5765,-32.4757,-31.8807,-23.2313,-34.6392,-23.0523,-62.0032,-66.7457,-24.3932
RA,G2,SparksTruck_2048x1080_5994_hdr10.y4m,v8.0.0,-23.6917,-63.2304,-65.594,-26.9638,-22.7823,-23.0863,-32.8159,-32.2587,-23.9121,-35.2718,-23.767,-63.2152,-65.5971,-25.0853
Still,F1,animals_00.y4m,v2.0.0,-1.859,-15.1695,-23.7543,-3.5266,-2.9436,-2.5194,-2.8163,-2.8832,-4.5968,-6.2224,-1.859,-15.1695,-23.7543,-2.698
Still,F1,animals_00.y4m,v3.0.0,-2.6795,-17.0279,-25.3286,-4.4435,-2.7853,-3.2865,-3.606,-3.4197,-5.348,-7.2314,-2.6795,-17.0279,-25.3286,-3.574
Still,F1,animals_00.y4m,v4.0.0,-4.3904,-19.4192,-28.8866,-6.2901,-2.9914,-5.1252,-4.3256,-3.9577,-6.8905,-9.299,-4.3904,-19.4192,-28.8866,-5.322
Still,F1,animals_00.y4m,v5.0.0,-4.5376,-21.4607,-30.5401,-6.5865,-3.2863,-5.2184,-5.2371,-4.5884,-7.1377,-9.7964,-4.5376,-21.4607,-30.5401,-5.607
Still,F1,animals_00.y4m,v6.0.0,-5.3466,-23.1993,-31.3279,-7.4559,-4.5193,-6.2903,-6.5643,-6.0852,-8.5007,-10.9023,-5.3466,-23.1993,-31.3279,-6.4986
Still,F1,animals_00.y4m,v7.0.0,-5.1258,-23.6087,-31.9443,-7.3005,-3.9166,-6.3051,-6.5622,-6.1628,-8.521,-10.9316,-5.1258,-23.6087,-31.9443,-6.3527
Still,F1,animals_00.y4m,v8.0.0,-5.2904,-23.7082,-32.4826,-7.477,-4.37,-6.3707,-6.9075,-6.5443,-8.6446,-11.0915,-5.2904,-23.7082,-32.4826,-6.5127
Still,F1,animals_03.y4m,v2.0.0,-1.3603,-14.7711,-14.1978,-2.4108,-2.191,-1.1996,-1.8524,-1.9538,-1.9781,-4.204,-1.3603,-14.7711,-14.1978,-1.9063
Still,F1,animals_03.y4m,v3.0.0,-2.2511,-17.3957,-17.451,-3.4737,-3.5427,-2.3144,-3.3817,-2.9125,-3.0443,-5.4041,-2.2511,-17.3957,-17.451,-2.8778
Still,F1,animals_03.y4m,v4.0.0,-4.0698,-23.1815,-21.8694,-5.574,-3.6844,-4.2182,-5.0807,-4.2107,-4.5334,-7.8431,-4.0698,-23.1815,-21.8694,-4.8341
Still,F1,animals_03.y4m,v5.0.0,-4.2931,-24.2679,-22.5246,-5.8537,-4.2544,-4.4557,-5.6185,-4.713,-4.8937,-8.2812,-4.2931,-24.2679,-22.5246,-5.1307
Still,F1,animals_03.y4m,v6.0.0,-5.1926,-26.0523,-24.802,-6.855,-5.745,-5.7127,-6.9115,-6.2438,-6.3804,-9.488,-5.1926,-26.0523,-24.802,-6.0949
Still,F1,animals_03.y4m,v7.0.0,-4.8369,-27.1378,-25.3096,-6.6028,-5.054,-5.4472,-6.8127,-6.0352,-6.0367,-9.6811,-4.8369,-27.1378,-25.3096,-5.8057
Still,F1,animals_03.y4m,v8.0.0,-4.7998,-26.5275,-24.4381,-6.5134,-5.2336,-5.2507,-6.7955,-6.2066,-5.9111,-9.3564,-4.7998,-26.5275,-24.4381,-5.7454
Still,F1,animals_09.y4m,v2.0.0,-4.0127,-7.8269,-9.3805,-4.4929,-4.1306,-3.7697,-5.3341,-5.3058,-3.7505,-5.4018,-4.0127,-7.8269,-9.3805,-4.292
Still,F1,animals_09.y4m,v3.0.0,-6.1155,-7.8892,-10.0574,-6.4114,-5.73,-5.9041,-7.292,-6.9285,-5.8556,-6.9029,-6.1155,-7.8892,-10.0574,-6.2729
Still,F1,animals_09.y4m,v4.0.0,-8.2316,-15.5118,-19.097,-9.1798,-6.4792,-7.8647,-10.5747,-9.2437,-7.8862,-9.9179,-8.2316,-15.5118,-19.097,-8.758
Still,F1,animals_09.y4m,v5.0.0,-8.8382,-16.3594,-18.6083,-9.7454,-7.2719,-8.4045,-11.3541,-10.1708,-8.4904,-10.4149,-8.8382,-16.3594,-18.6083,-9.362
Still,F1,animals_09.y4m,v6.0.0,-10.3496,-18.693,-20.9538,-11.3468,-9.0663,-10.0809,-12.1662,-11.3962,-10.1942,-12.2023,-10.3496,-18.693,-20.9538,-10.9308
