cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
AI,A5,FourPeople_480x270_60.y4m,v5.0.0,-9.8706,-17.9411,-18.933,-10.6719,-11.9907,-10.3584,-8.7417,-8.9703,-10.4811,-16.5631,-9.8704,-17.9597,-18.9412,-10.7105
AI,A5,FourPeople_480x270_60.y4m,v6.0.0,-11.4004,-23.9592,-23.6258,-12.5579,-13.9507,-11.8424,-10.1143,-10.2057,-11.9204,-20.7045,-11.4002,-23.976,-23.6373,-12.5357
AI,A5,FourPeople_480x270_60.y4m,v7.0.0,-12.3355,-25.7537,-23.727,-13.5065,-15.1841,-13.1428,-11.6107,-11.7941,-12.9182,-22.2354,-12.3352,-25.7626,-23.7384,-13.5168
AI,A5,FourPeople_480x270_60.y4m,v8.0.0,-12.9298,-25.5963,-23.4281,-14.0214,-16.0184,-13.9191,-12.813,-12.8931,-13.4192,-22.4914,-12.9292,-25.5976,-23.4146,-14.0525
AI,A5,ParkJoy_480x270_50.y4m,v2.0.0,-1.5297,-4.3763,-13.7326,-2.0359,-3.2189,-3.4143,-2.1065,-1.9412,-2.9549,-4.3928,-1.524,-4.3955,-13.8759,-1.8612
AI,A5,ParkJoy_480x270_50.y4m,v3.0.0,-2.5531,-4.2697,-16.8805,-3.0812,-4.2893,-4.047,-2.4867,-2.1628,-3.1606,-4.8564,-2.5513,-4.2478,-17.0033,-2.8534
AI,A5,ParkJoy_480x270_50.y4m,v4.0.0,-4.7974,-10.8993,-23.4959,-5.703,-6.9814,-6.651,-4.393,-4.0649,-5.7369,-8.674,-4.7916,-10.8083,-23.5405,-5.5553
AI,A5,ParkJoy_480x270_50.y4m,v5.0.0,-5.4908,-13.1545,-21.8353,-6.3757,-7.5376,-7.2153,-5.5692,-5.2245,-6.3777,-9.9342,-5.4778,-13.104,-21.9567,-6.2757
AI,A5,ParkJoy_480x270_50.y4m,v6.0.0,-6.1265,-17.2048,-24.9091,-7.2586,-8.1062,-7.8309,-6.7037,-6.4669,-7.5984,-12.0298,-6.1097,-17.1557,-25.0396,-7.1902
AI,A5,ParkJoy_480x270_50.y4m,v7.0.0,-7.1487,-19.8522,-24.2245,-8.3195,-9.1127,-8.9034,-8.4436,-8.0512,-8.6013,-15.2209,-7.1355,-19.7741,-24.366,-8.3018
AI,A5,ParkJoy_480x270_50.y4m,v8.0.0,-7.3388,-19.7728,-24.6149,-8.5023,-9.4619,-9.2949,-8.2513,-8.0622,-8.9315,-15.5216,-7.3205,-19.6982,-24.7465,-8.5028
AI,A5,SparksElevator_480x270p_5994_10bit.y4m,v2.0.0,-2.3601,-20.4,-6.9925,-3.3975,-3.6045,-3.1346,-2.9071,-3.0146,-4.0026,-6.7016,-2.3598,-20.3942,-7.0074,-2.8682
AI,A5,SparksElevator_480x270p_5994_10bit.y4m,v3.0.0,-3.8225,-20.9362,-7.4766,-4.7652,-4.3673,-4.0495,-4.8019,-4.5648,-4.9914,-8.8334,-3.8221,-20.912,-7.5233,-4.285
AI,A5,SparksElevator_480x270p_5994_10bit.y4m,v4.0.0,-5.7663,-31.4541,-12.6566,-7.353,-6.444,-6.1941,-8.0904,-7.1972,-7.5417,-12.5429,-5.7621,-31.417,-12.6698,-6.5536
AI,A5,SparksElevator_480x270p_5994_10bit.y4m,v5.0.0,-7.7321,-33.6587,-13.6488,-9.2912,-8.3314,-7.762,-9.6645,-9.0046,-8.9629,-14.5193,-7.7312,-33.5943,-13.6706,-8.5122
AI,A5,SparksElevator_480x270p_5994_10bit.y4m,v6.0.0,-9.0457,-34.7608,-14.8738,-10.6002,-9.724,-9.3083,-11.4711,-10.7954,-10.6887,-16.1588,-9.0442,-34.76,-14.9103,-9.8344
AI,A5,SparksElevator_480x270p_5994_10bit.y4m,v7.0.0,-9.8722,-37.861,-15.1887,-11.5528,-10.635,-10.0774,-11.78,-11.4591,-11.4764,-17.3974,-9.8706,-37.7633,-15.1807,-10.6854
AI,A5,SparksElevator_480x270p_5994_10bit.y4m,v8.0.0,-11.6845,-39.0305,-14.7829,-13.2236,-12.2423,-11.6549,-12.4728,-12.0729,-12.98,-18.7406,-11.6831,-38.9199,-14.8005,-12.4098
AI,A5,Vertical_Bayshore_270x480_2997.y4m,v2.0.0,-4.1794,-31.6296,-29.204,-7.1453,-4.085,-4.6436,-7.8966,-7.7778,-6.4598,-12.1238,-4.1742,-31.8276,-29.2409,-4.9382
AI,A5,Vertical_Bayshore_270x480_2997.y4m,v3.0.0,-5.2938,-33.6798,-30.9171,-8.3744,-5.1061,-5.8432,-7.8358,-7.9492,-7.4958,-13.0143,-5.2864,-34.1629,-31.0118,-6.0798
AI,A5,Vertical_Bayshore_270x480_2997.y4m,v4.0.0,-7.9617,-37.726,-34.2339,-11.1925,-7.6984,-8.3341,-11.6079,-12.0016,-9.8262,-15.0539,-7.951,-38.1061,-34.3281,-8.7998
AI,A5,Vertical_Bayshore_270x480_2997.y4m,v5.0.0,-11.5392,-40.6714,-39.1101,-14.8307,-10.6982,-11.3549,-19.0666,-18.5076,-13.2515,-18.7503,-11.5324,-41.0094,-39.1682,-12.3966
AI,A5,Vertical_Bayshore_270x480_2997.y4m,v6.0.0,-12.8199,-47.0061,-40.9601,-16.5397,-11.8563,-12.7668,-20.7373,-20.5524,-14.8904,-21.5741,-12.8078,-47.308,-41.1217,-13.768
AI,A5,Vertical_Bayshore_270x480_2997.y4m,v7.0.0,-14.2678,-49.6472,-42.3359,-18.0885,-13.3242,-14.1605,-22.4492,-22.4199,-16.4274,-23.2359,-14.259,-49.8802,-42.3939,-15.2324
AI,A5,Vertical_Bayshore_270x480_2997.y4m,v8.0.0,-14.6375,-51.9898,-42.8647,-18.6162,-13.8526,-14.7507,-23.7604,-23.6534,-16.9221,-24.1333,-14.6248,-52.1338,-42.9076,-15.6166
AI,B1,CosmosTreeTrunk_sdr_2048x858_25_8bit.y4m,v2.0.0,-3.2978,-8.1496,-12.9931,-4.0444,-1.1241,-3.6228,-4.4098,-4.2525,-1.1443,-5.2327,-3.3008,-8.1958,-13.0515,-3.7803
AI,B1,CosmosTreeTrunk_sdr_2048x858_25_8bit.y4m,v3.0.0,-5.3921,-13.0886,-20.0749,-6.5496,-2.1409,-4.9565,-4.822,-4.6231,-2.6313,-8.1875,-5.4022,-13.1303,-20.1747,-6.1362
AI,B1,CosmosTreeTrunk_sdr_2048x858_25_8bit.y4m,v4.0.0,-7.8395,-16.7575,-26.0758,-9.2569,-4.5992,-7.3242,-7.2971,-7.0088,-5.078,-10.8321,-7.8516,-16.789,-26.1466,-8.8009
AI,B1,CosmosTreeTrunk_sdr_2048x858_25_8bit.y4m,v5.0.0,-8.927,-19.0798,-26.6941,-10.3882,-5.6319,-8.1608,-8.6305,-8.2332,-6.0387,-11.9435,-8.9398,-19.1054,-26.7751,-9.9324
AI,B1,CosmosTreeTrunk_sdr_2048x858_25_8bit.y4m,v6.0.0,-11.7518,-25.0315,-37.0187,-13.8562,-11.0735,-11.2774,-11.9536,-11.4741,-11.1735,-19.5384,-11.7643,-25.0629,-37.0966,-13.1754
AI,B1,CosmosTreeTrunk_sdr_2048x858_25_8bit.y4m,v7.0.0,-12.6921,-30.4755,-39.6459,-15.2457,-11.696,-12.0235,-12.9733,-12.5368,-12.1082,-22.1365,-12.7036,-30.4909,-39.7142,-14.4028
AI,B1,CosmosTreeTrunk_sdr_2048x858_25_8bit.y4m,v8.0.0,-13.1933,-32.8703,-41.9069,-15.9957,-12.2553,-12.5322,-13.8589,-13.287,-12.7534,-23.8347,-13.2033,-32.8904,-41.9791,-15.0727
AI,B1,EuroTruckSimulator2_1920x1080p60_v2.y4m,v2.0.0,-3.3975,-14.6655,-17.7856,-4.6067,-2.8051,-2.9503,-6.379,-6.5447,-2.4768,-7.1762,-3.3975,-14.6648,-17.7897,-4.0151
AI,B1,EuroTruckSimulator2_1920x1080p60_v2.y4m,v3.0.0,-5.4265,-18.1443,-20.4335,-6.7428,-3.9428,-4.3549,-8.2181,-8.0928,-3.7395,-9.3856,-5.4265,-18.1447,-20.4365,-6.1224
AI,B1,EuroTruckSimulator2_1920x1080p60_v2.y4m,v4.0.0,-8.2104,-23.1593,-26.7617,-9.8261,-6.262,-7.1036,-12.5211,-11.8154,-6.4033,-13.2146,-8.2104,-23.1582,-26.7623,-9.1121
AI,B1,EuroTruckSimulator2_1920x1080p60_v2.y4m,v5.0.0,-9.4867,-24.9466,-27.879,-11.129,-7.0876,-7.9167,-14.8183,-14.1031,-7.6024,-14.5515,-9.4868,-24.946,-27.8756,-10.439
AI,B1,EuroTruckSimulator2_1920x1080p60_v2.y4m,v6.0.0,-10.7788,-28.7158,-30.3677,-12.6241,-8.4942,-9.1357,-16.0584,-15.5345,-10.263,-17.011,-10.7788,-28.7136,-30.366,-11.8925
AI,B1,EuroTruckSimulator2_1920x1080p60_v2.y4m,v7.0.0,-11.4883,-32.6671,-33.2163,-13.6297,-8.9328,-9.7033,-17.5073,-16.6914,-10.9252,-18.6287,-11.4884,-32.6668,-33.2166,-12.7379
AI,B1,EuroTruckSimulator2_1920x1080p60_v2.y4m,v8.0.0,-12.0065,-33.9791,-34.6398,-14.244,-9.467,-10.3258,-18.0927,-17.3212,-11.4911,-19.458,-12.0065,-33.9777,-34.6417,-13.3065
AI,B1,GlassHalf_1920x1080p_24p_8bit_420.y4m,v2.0.0,-7.8885,-16.6797,-14.2705,-8.7648,-8.2631,-9.0779,-5.0357,-5.7302,-6.6838,-11.3835,-7.8879,-16.5667,-14.1119,-8.9688
AI,B1,GlassHalf_1920x1080p_24p_8bit_420.y4m,v3.0.0,-12.1733,-16.5819,-14.2289,-12.5459,-9.5132,-11.0379,-6.5464,-7.0787,-9.8885,-13.2703,-12.177,-16.367,-13.9654,-12.6339
AI,B1,GlassHalf_1920x1080p_24p_8bit_420.y4m,v4.0.0,-18.9416,-28.9475,-28.3598,-20.0777,-17.0163,-18.3443,-12.9694,-13.8457,-17.4855,-22.4197,-18.9454,-28.8708,-28.1458,-20.3708
AI,B1,GlassHalf_1920x1080p_24p_8bit_420.y4m,v5.0.0,-24.5299,-33.5992,-32.2402,-25.505,-21.7058,-23.151,-18.7166,-19.1951,-22.1043,-27.0122,-24.5352,-33.5842,-32.0911,-25.7935
AI,B1,GlassHalf_1920x1080p_24p_8bit_420.y4m,v6.0.0,-28.3512,-39.4134,-36.9699,-29.5177,-26.7756,-27.7318,-24.27,-24.2656,-29.4161,-35.767,-28.3567,-39.324,-36.8055,-29.8794
AI,B1,GlassHalf_1920x1080p_24p_8bit_420.y4m,v7.0.0,-29.8675,-42.6231,-40.0807,-31.239,-28.6707,-29.5551,-26.6023,-26.4882,-31.3394,-39.8187,-29.8714,-42.5192,-39.9249,-31.618
AI,B1,GlassHalf_1920x1080p_24p_8bit_420.y4m,v8.0.0,-31.7181,-44.0427,-42.5657,-33.1092,-29.8461,-30.8686,-27.4077,-27.479,-32.707,-41.1206,-31.7206,-43.95,-42.3771,-33.4768
AI,B1,Life_1080p30_v2.y4m,v2.0.0,-4.3349,-10.5022,-8.7595,-4.9802,-3.6519,-3.7515,-5.4457,-5.5475,-3.7652,-7.8073,-4.3342,-10.4979,-8.7628,-4.8729
AI,B1,Life_1080p30_v2.y4m,v3.0.0,-6.8792,-10.6091,-8.3068,-7.1925,-5.1795,-5.5417,-7.195,-6.806,-5.3355,-9.6316,-6.8784,-10.6047,-8.3091,-7.1312
AI,B1,Life_1080p30_v2.y4m,v4.0.0,-10.9398,-21.7978,-17.7553,-12.0436,-9.2489,-9.4636,-11.4069,-11.0624,-9.7707,-16.0022,-10.9393,-21.7914,-17.756,-11.8446
AI,B1,Life_1080p30_v2.y4m,v5.0.0,-13.8426,-26.966,-21.9169,-15.1908,-11.4792,-11.6904,-14.7313,-14.3851,-12.3855,-19.1052,-13.8412,-26.9609,-21.9168,-14.9297
AI,B1,Life_1080p30_v2.y4m,v6.0.0,-15.5405,-30.4677,-25.6958,-17.1767,-12.8902,-12.9294,-16.4056,-16.0543,-15.6709,-23.3387,-15.5396,-30.4585,-25.695,-16.8539
AI,B1,Life_1080p30_v2.y4m,v7.0.0,-16.6755,-33.5986,-27.0501,-18.464,-13.9517,-13.9669,-17.8536,-17.5137,-16.8469,-25.0282,-16.6745,-33.5951,-27.0498,-18.1016
AI,B1,Life_1080p30_v2.y4m,v8.0.0,-17.1802,-34.409,-27.937,-19.0227,-14.2384,-14.301,-18.3419,-18.0506,-17.3063,-25.5993,-17.179,-34.4032,-27.9378,-18.6455
AI,B1,MINECRAFT_1080p_60_8bit.y4m,v2.0.0,-2.0563,-15.3516,-7.7461,-2.9185,-1.5503,-2.1349,-0.6292,-0.5154,-0.8982,-6.0783,-2.1755,-15.7741,-7.977,-2.8787
AI,B1,MINECRAFT_1080p_60_8bit.y4m,v3.0.0,-3.4573,-20.1318,-8.7131,-4.4631,-1.9829,-3.1138,-1.4201,-0.881,-1.6133,-8.2798,-3.7756,-20.5447,-9.0315,-4.5849
AI,B1,MINECRAFT_1080p_60_8bit.y4m,v4.0.0,-7.0399,-37.9025,-20.7896,-9.2712,-5.2217,-6.4972,-4.212,-3.6695,-5.8333,-16.638,-7.1674,-38.0619,-20.5677,-9.1656
AI,B1,MINECRAFT_1080p_60_8bit.y4m,v5.0.0,-7.8207,-39.2195,-21.1298,-10.0729,-5.938,-7.1693,-5.869,-5.2473,-6.6632,-17.5726,-7.9666,-39.3884,-20.9408,-10.0102
AI,B1,MINECRAFT_1080p_60_8bit.y4m,v6.0.0,-10.3196,-43.6486,-23.833,-12.7515,-8.1465,-9.1979,-8.8302,-8.3197,-10.3712,-22.2067,-10.6693,-43.7837,-23.6789,-12.8484
AI,B1,MINECRAFT_1080p_60_8bit.y4m,v7.0.0,-11.6451,-50.3643,-28.6862,-14.6175,-9.1517,-10.3122,-9.7121,-9.3962,-11.8974,-25.9348,-12.0384,-50.5238,-28.4716,-14.4852
AI,B1,MINECRAFT_1080p_60_8bit.y4m,v8.0.0,-15.0874,-52.8446,-32.1183,-18.0244,-13.1261,-14.2696,-13.0935,-12.7414,-15.8352,-29.3047,-15.4041,-52.9876,-31.9211,-17.8435
AI,B1,STARCRAFT_1080p60.y4m,v2.0.0,-4.7556,-13.8032,-19.1468,-6.0611,-8.7454,-9.148,-3.2627,-3.2239,-6.3178,-10.419,-4.7572,-13.8124,-19.1561,-5.654
AI,B1,STARCRAFT_1080p60.y4m,v3.0.0,-8.7272,-15.6164,-21.5267,-9.8174,-10.8893,-12.01,-5.6028,-5.0922,-8.6766,-14.4781,-8.7289,-15.6257,-21.5376,-9.4701
AI,B1,STARCRAFT_1080p60.y4m,v4.0.0,-12.4913,-23.4448,-31.5859,-14.2176,-14.2585,-15.5205,-10.4456,-9.4802,-12.6934,-20.5388,-12.4929,-23.4469,-31.5898,-13.7029
AI,B1,STARCRAFT_1080p60.y4m,v5.0.0,-14.012,-25.7153,-33.0338,-15.7834,-14.8602,-16.4189,-11.477,-10.719,-13.8305,-22.089,-14.0137,-25.7192,-33.0378,-15.2695
AI,B1,STARCRAFT_1080p60.y4m,v6.0.0,-16.5219,-29.1363,-35.6482,-18.387,-17.3714,-18.6867,-14.9061,-14.4012,-17.3929,-31.5609,-16.5229,-29.139,-35.6528,-17.8871
AI,B1,STARCRAFT_1080p60.y4m,v7.0.0,-17.6661,-30.0831,-35.9846,-19.4694,-18.4697,-19.9596,-15.8357,-15.5453,-18.5133,-31.5699,-17.6669,-30.0877,-35.9864,-18.9964
AI,B1,STARCRAFT_1080p60.y4m,v8.0.0,-21.3407,-33.6482,-39.1417,-23.1113,-21.9204,-23.5268,-18.9887,-18.7422,-22.1438,-35.1351,-21.3418,-33.6506,-39.1453,-22.6454
AI,B1,Sniper_1920x1080P_30fps_8bit.y4m,v2.0.0,-2.9086,-13.4735,-15.3588,-4.0438,-5.4487,-5.4242,-5.1477,-4.67,-4.0064,-4.3933,-2.6909,-14.0684,-15.755,-3.2996
AI,B1,Sniper_1920x1080P_30fps_8bit.y4m,v3.0.0,-6.0722,-19.1626,-21.7345,-7.4917,-7.1437,-7.5512,-6.102,-5.2123,-5.924,-9.1997,-6.0162,-19.6709,-22.0822,-6.7385
AI,B1,Sniper_1920x1080P_30fps_8bit.y4m,v4.0.0,-8.5083,-25.8449,-28.4264,-10.3876,-9.5417,-10.0313,-10.1163,-9.3777,-8.8583,-13.4173,-8.3431,-26.415,-28.7889,-9.3533
AI,B1,Sniper_1920x1080P_30fps_8bit.y4m,v5.0.0,-9.5405,-26.2238,-28.5364,-11.3378,-9.9753,-10.5391,-12.5363,-11.5517,-9.627,-13.9361,-9.2836,-26.8197,-28.8221,-10.2709
AI,B1,Sniper_1920x1080P_30fps_8bit.y4m,v6.0.0,-11.6045,-31.6671,-34.6455,-13.8113,-11.8712,-12.2967,-15.4401,-14.4741,-13.0361,-20.1483,-11.0418,-32.1614,-34.8102,-12.2821
AI,B1,Sniper_1920x1080P_30fps_8bit.y4m,v7.0.0,-12.7986,-36.8235,-39.5677,-15.4496,-13.0715,-13.5338,-17.4939,-16.3707,-14.4043,-23.1269,-12.1784,-37.2407,-39.5559,-13.587
AI,B1,Sniper_1920x1080P_30fps_8bit.y4m,v8.0.0,-13.3593,-37.4593,-40.3288,-16.0298,-13.5863,-14.057,-17.7935,-16.9288,-14.9808,-23.7423,-12.6959,-37.8848,-40.1976,-14.1134
AI,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v2.0.0,-3.36,-9.0611,-7.0944,-4.1328,-3.7892,-4.1104,-5.4966,-5.1498,-4.4242,-4.511,-3.3643,-9.0825,-6.9716,-4.7693
AI,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v3.0.0,-5.2774,-11.6386,-7.4799,-5.9755,-5.4017,-5.9284,-5.5722,-5.3316,-6.2152,-6.0266,-5.3075,-11.6353,-7.4321,-6.6498
AI,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v4.0.0,-14.0071,-26.8024,-22.5109,-15.7726,-14.2215,-14.8067,-15.9783,-15.7692,-15.8364,-16.4883,-14.0314,-26.8406,-22.256,-17.0291
AI,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v5.0.0,-16.5835,-28.8661,-24.1778,-18.2297,-16.2826,-17.0441,-18.6938,-18.4294,-17.9658,-18.8102,-16.5958,-28.8913,-23.9459,-19.392
AI,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v6.0.0,-18.3843,-31.2981,-25.9923,-20.0688,-18.2155,-18.8749,-20.9332,-20.7026,-19.8051,-20.9607,-18.3959,-31.3175,-25.7025,-21.3011
AI,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v7.0.0,-17.5818,-30.5365,-24.2948,-19.1859,-17.6538,-18.2676,-19.981,-19.7082,-19.145,-19.9857,-17.5981,-30.5597,-24.1473,-20.3371
AI,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v8.0.0,-18.8777,-32.898,-28.4243,-20.819,-18.9429,-19.5378,-21.2961,-21.0284,-20.7671,-22.0606,-18.8957,-32.9065,-28.2573,-22.1921
AI,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v2.0.0,-20.9432,-31.0243,-32.3022,-21.8329,-20.9823,-21.3474,-17.3331,-17.0268,-20.5106,-25.4071,-20.9473,-30.9952,-32.3123,-22.065
AI,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v3.0.0,-26.2324,-34.1228,-38.5705,-27.0467,-23.9528,-25.2609,-21.665,-20.8675,-24.0775,-31.0146,-26.2362,-34.0239,-38.5703,-27.2827
AI,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v4.0.0,-30.2521,-38.3674,-48.5964,-31.4407,-26.9642,-28.5211,-24.0836,-23.3158,-27.5254,-37.2322,-30.2571,-38.2816,-48.5989,-31.8881
AI,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v5.0.0,-33.5286,-39.1287,-48.7394,-34.4791,-29.0749,-31.0032,-26.414,-25.8544,-30.0634,-39.431,-33.5328,-39.1325,-48.7427,-34.911
AI,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v6.0.0,-35.4569,-44.3485,-52.544,-36.5712,-31.0304,-32.9617,-28.0823,-27.6579,-32.0638,-42.3196,-35.4602,-44.3231,-52.5436,-36.9535
AI,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v7.0.0,-37.1808,-47.0365,-57.8079,-38.5406,-32.3249,-34.4891,-30.0408,-29.5701,-33.7921,-46.1425,-37.1837,-47.0044,-57.7999,-38.9362
AI,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v8.0.0,-37.4046,-48.4636,-57.9733,-38.8021,-32.2617,-34.5128,-29.964,-29.5692,-33.8481,-46.3308,-37.4073,-48.4067,-57.9676,-39.1715
AI,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v2.0.0,-1.6612,-17.1741,-20.7654,-3.422,-3.2639,-3.5867,-0.6497,-0.6363,-1.7256,-9.0087,-1.6637,-17.0756,-20.748,-2.6051
AI,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v3.0.0,-4.0421,-16.1355,-22.6594,-5.6427,-4.2637,-4.8721,-1.2194,-0.7245,-3.0535,-10.9862,-4.0465,-16.1106,-22.6326,-4.932
AI,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v4.0.0,-6.9495,-20.9556,-25.4724,-8.6131,-6.3801,-7.3257,-6.0496,-5.2158,-5.5889,-13.5934,-6.9492,-20.8986,-25.4471,-7.9018
AI,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v5.0.0,-8.1108,-24.9605,-28.2148,-10.0299,-6.9523,-7.9439,-7.2979,-6.6853,-6.5545,-15.0477,-8.1102,-24.8974,-28.1736,-9.2438
AI,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v6.0.0,-10.4582,-32.0656,-35.5453,-12.946,-9.2867,-9.8613,-10.91,-9.9092,-10.6964,-21.8803,-10.4566,-31.8854,-35.517,-11.9171
AI,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v7.0.0,-11.3158,-34.9672,-39.3991,-14.1241,-9.953,-10.5633,-12.0326,-11.1011,-11.5293,-23.5631,-11.3142,-34.876,-39.3805,-12.9416
AI,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v8.0.0,-13.3156,-38.1071,-40.6449,-16.128,-12.0351,-12.6116,-14.2492,-13.6324,-13.6413,-25.3592,-13.3098,-38.0237,-40.6233,-14.9462
AI,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v2.0.0,-2.2084,-9.1882,-9.5862,-2.9395,-1.7071,-2.6158,-4.0808,-3.6862,-2.9137,-9.0541,-2.2072,-9.1909,-9.5889,-3.0204
AI,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v3.0.0,-7.8812,-11.266,-12.3822,-8.2777,-6.1803,-7.4765,-6.3944,-6.3154,-7.4109,-11.1959,-7.881,-11.2653,-12.3861,-8.2903
AI,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v4.0.0,-13.8502,-19.0682,-21.2255,-14.494,-11.6205,-13.3612,-12.3079,-12.4422,-13.6584,-16.8725,-13.8499,-19.0674,-21.2269,-14.6319
AI,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v5.0.0,-15.7067,-21.6349,-22.7477,-16.3697,-13.6677,-15.2864,-14.522,-14.4501,-15.5657,-21.6507,-15.7062,-21.6337,-22.7399,-16.487
AI,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v6.0.0,-18.5754,-23.1347,-24.9127,-19.1361,-16.1082,-18.2171,-17.849,-17.9291,-18.318,-24.0555,-18.5752,-23.1344,-24.9069,-19.299
AI,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v7.0.0,-19.6022,-24.7645,-25.5909,-20.182,-16.9844,-19.2093,-18.9628,-19.174,-19.5073,-23.4879,-19.602,-24.764,-25.582,-20.352
AI,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v8.0.0,-23.0237,-27.482,-27.9084,-23.5104,-20.0676,-22.565,-22.5969,-22.464,-22.6863,-26.4137,-23.0234,-27.4805,-27.9006,-23.6574
AI,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v2.0.0,2.386,-6.5769,-0.3469,1.8479,2.4896,2.4423,0.5013,1.1954,0.6211,-4.5827,2.388,-6.5074,-0.2235,1.6974
AI,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v3.0.0,-8.4122,-14.1037,-10.5088,-8.7651,-9.3273,-9.4949,-7.32,-7.3017,-10.3507,-16.9461,-8.4141,-14.0315,-10.3754,-8.8598
AI,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v4.0.0,-22.9237,-41.8361,-34.6646,-24.4493,-25.8132,-25.6055,-18.9588,-18.8424,-25.5343,-34.7811,-22.9308,-41.7722,-34.6223,-25.1583
AI,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v5.0.0,-25.3915,-42.3967,-36.7538,-26.8014,-27.827,-28.1849,-23.936,-23.4089,-28.1054,-35.8983,-25.397,-42.358,-36.7159,-27.5588
AI,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v6.0.0,-27.6136,-44.5484,-38.823,-29.0238,-31.3406,-31.5151,-25.8467,-25.6961,-30.7718,-38.519,-27.6178,-44.4879,-38.7956,-29.8337
AI,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v7.0.0,-31.1974,-45.9413,-39.6179,-32.3436,-34.7728,-35.1635,-27.8415,-27.7489,-33.8427,-39.5424,-31.2087,-45.8546,-39.5871,-33.0629
AI,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v8.0.0,-38.0814,-53.4775,-47.5646,-39.3301,-41.4214,-41.6234,-33.2861,-33.3058,-40.5335,-47.1932,-38.0912,-53.4278,-47.5311,-39.9621
AI,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v2.0.0,-0.044,-11.3441,-10.9006,-1.0182,-0.8455,-1.37,0.5438,0.258,-2.2318,-10.1609,-0.0064,-11.3449,-10.8823,-1.0209
AI,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v3.0.0,-7.9994,-17.0357,-16.9149,-8.7896,-7.4795,-8.5035,-4.1185,-4.5898,-8.9714,-16.5099,-7.9818,-17.0572,-16.9,-8.7902
AI,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v4.0.0,-15.4742,-29.6615,-27.5212,-16.6701,-16.2572,-17.1692,-13.4064,-13.8976,-17.6642,-26.6799,-15.4518,-29.66,-27.4502,-16.7273
AI,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v5.0.0,-17.6165,-31.8773,-29.2134,-18.7942,-18.6063,-19.356,-16.175,-16.4377,-19.8409,-28.7383,-17.6018,-31.8716,-29.1476,-18.9232
AI,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v6.0.0,-19.7696,-34.8751,-31.9233,-21.0149,-21.4622,-22.4591,-19.8169,-20.0182,-22.326,-31.3871,-19.7397,-34.901,-31.8677,-21.2733
AI,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v7.0.0,-21.4749,-35.5852,-33.7403,-22.6618,-23.2668,-24.3284,-21.2132,-21.8125,-24.2023,-32.1328,-21.4336,-35.6175,-33.6693,-22.9526
